UID,NERC,Region,Start,End,Center,Center_DOY,T_Max_Min,Duration,Regions_Impacted
HW_NERC5_Event127,5,ISONE,2024-07-14,2024-07-17,2024-07-15,197,86.5,4,10.0
HW_NERC5_Event128,5,ISONE,2024-07-31,2024-08-04,2024-08-02,215,87.17,5,12.0
HW_NERC6_Event1,6,MISO-N,1980-07-06,1980-07-19,1980-07-12,194,93.05,14,7.0
HW_NERC6_Event2,6,MISO-N,1980-07-30,1980-08-01,1980-07-31,213,90.97,3,6.0
HW_NERC6_Event3,6,MISO-N,1980-08-06,1980-08-08,1980-08-07,220,90.89,3,7.0
HW_NERC6_Event4,6,MISO-N,1981-07-07,1981-07-09,1981-07-08,189,90.13,3,6.0
HW_NERC6_Event5,6,MISO-N,1981-07-11,1981-07-14,1981-07-12,193,91.36,4,4.0
HW_NERC6_Event6,6,MISO-N,1983-07-19,1983-07-23,1983-07-21,202,92.4,5,4.0
HW_NERC6_Event7,6,MISO-N,1983-07-28,1983-07-28,1983-07-28,209,89.15,1,2.0
HW_NERC6_Event8,6,MISO-N,1983-08-04,1983-08-04,1983-08-04,216,89.19,1,2.0
HW_NERC6_Event9,6,MISO-N,1983-08-16,1983-08-21,1983-08-18,230,93.42,6,4.0
HW_NERC6_Event10,6,MISO-N,1983-08-25,1983-08-29,1983-08-27,239,91.79,5,2.0
HW_NERC6_Event11,6,MISO-N,1983-09-09,1983-09-09,1983-09-09,252,90.13,1,2.0
HW_NERC6_Event12,6,MISO-N,1984-08-07,1984-08-07,1984-08-07,220,89.09,1,5.0
HW_NERC6_Event13,6,MISO-N,1984-08-28,1984-08-29,1984-08-28,241,91.53,2,3.0
HW_NERC6_Event14,6,MISO-N,1986-07-17,1986-07-19,1986-07-18,199,90.9,3,4.0
HW_NERC6_Event15,6,MISO-N,1987-06-14,1987-06-15,1987-06-14,165,90.35,2,1.0
HW_NERC6_Event16,6,MISO-N,1987-07-19,1987-08-03,1987-07-26,207,93.36,16,3.0
HW_NERC6_Event17,6,MISO-N,1988-06-19,1988-06-25,1988-06-22,174,94.79,7,7.0
HW_NERC6_Event18,6,MISO-N,1988-07-04,1988-07-09,1988-07-06,188,94.36,6,6.0
HW_NERC6_Event19,6,MISO-N,1988-07-13,1988-07-17,1988-07-15,197,96.61,5,6.0
HW_NERC6_Event20,6,MISO-N,1988-07-27,1988-08-19,1988-08-07,220,100.07,24,4.0
HW_NERC6_Event21,6,MISO-N,1989-07-06,1989-07-10,1989-07-08,189,92.81,5,5.0
HW_NERC6_Event22,6,MISO-N,1989-08-03,1989-08-05,1989-08-04,216,92.13,3,6.0
HW_NERC6_Event23,6,MISO-N,1990-07-03,1990-07-04,1990-07-03,184,90.68,2,4.0
HW_NERC6_Event24,6,MISO-N,1990-08-26,1990-08-27,1990-08-26,238,90.47,2,6.0
HW_NERC6_Event25,6,MISO-N,1990-09-05,1990-09-06,1990-09-05,248,90.35,2,4.0
HW_NERC6_Event26,6,MISO-N,1991-07-06,1991-07-06,1991-07-06,187,89.1,1,3.0
HW_NERC6_Event27,6,MISO-N,1991-07-19,1991-07-22,1991-07-20,201,90.45,4,5.0
HW_NERC6_Event28,6,MISO-N,1991-08-24,1991-08-28,1991-08-26,238,91.3,5,4.0
HW_NERC6_Event29,6,MISO-N,1995-07-12,1995-07-14,1995-07-13,194,93.09,3,7.0
HW_NERC6_Event30,6,MISO-N,1995-08-12,1995-08-13,1995-08-12,224,89.62,2,3.0
HW_NERC6_Event31,6,MISO-N,1995-08-17,1995-08-18,1995-08-17,229,89.29,2,6.0
HW_NERC6_Event32,6,MISO-N,1997-07-17,1997-07-17,1997-07-17,198,89.67,1,8.0
HW_NERC6_Event33,6,MISO-N,1997-07-26,1997-07-27,1997-07-26,207,91.09,2,4.0
HW_NERC6_Event34,6,MISO-N,1998-06-26,1998-06-26,1998-06-26,177,89.24,1,6.0
HW_NERC6_Event35,6,MISO-N,1998-07-19,1998-07-21,1998-07-20,201,91.2,3,8.0
HW_NERC6_Event36,6,MISO-N,1998-08-24,1998-08-24,1998-08-24,236,89.28,1,4.0
HW_NERC6_Event37,6,MISO-N,1998-09-05,1998-09-06,1998-09-05,248,89.86,2,5.0
HW_NERC6_Event38,6,MISO-N,1999-07-04,1999-07-05,1999-07-04,185,89.72,2,4.0
HW_NERC6_Event39,6,MISO-N,1999-07-22,1999-07-31,1999-07-26,207,94.86,10,5.0
HW_NERC6_Event40,6,MISO-N,2000-08-08,2000-08-08,2000-08-08,221,89.1,1,7.0
HW_NERC6_Event41,6,MISO-N,2000-08-14,2000-08-15,2000-08-14,227,89.52,2,3.0
HW_NERC6_Event42,6,MISO-N,2000-08-28,2000-09-02,2000-08-30,243,91.91,6,3.0
HW_NERC6_Event43,6,MISO-N,2001-07-08,2001-07-09,2001-07-08,189,90.01,2,4.0
HW_NERC6_Event44,6,MISO-N,2001-07-21,2001-07-23,2001-07-22,203,90.94,3,8.0
HW_NERC6_Event45,6,MISO-N,2001-07-30,2001-08-08,2001-08-03,215,91.78,10,4.0
HW_NERC6_Event46,6,MISO-N,2002-06-29,2002-07-03,2002-07-01,182,90.83,5,7.0
HW_NERC6_Event47,6,MISO-N,2002-07-19,2002-07-21,2002-07-20,201,92.17,3,8.0
HW_NERC6_Event48,6,MISO-N,2002-07-27,2002-08-04,2002-07-31,212,92.32,9,6.0
HW_NERC6_Event49,6,MISO-N,2002-09-02,2002-09-02,2002-09-02,245,89.24,1,2.0
HW_NERC6_Event50,6,MISO-N,2002-09-06,2002-09-09,2002-09-07,250,92.15,4,5.0
HW_NERC6_Event51,6,MISO-N,2003-07-04,2003-07-04,2003-07-04,185,89.53,1,5.0
HW_NERC6_Event52,6,MISO-N,2003-08-15,2003-08-28,2003-08-21,233,94.32,14,6.0
HW_NERC6_Event53,6,MISO-N,2005-07-17,2005-07-17,2005-07-17,198,89.1,1,7.0
HW_NERC6_Event54,6,MISO-N,2005-07-20,2005-07-25,2005-07-22,203,93.75,6,7.0
HW_NERC6_Event55,6,MISO-N,2005-08-01,2005-08-04,2005-08-02,214,93.12,4,6.0
HW_NERC6_Event56,6,MISO-N,2005-08-08,2005-08-10,2005-08-09,221,91.71,3,5.0
HW_NERC6_Event57,6,MISO-N,2005-09-10,2005-09-11,2005-09-10,253,89.96,2,1.0
HW_NERC6_Event58,6,MISO-N,2006-07-14,2006-07-20,2006-07-17,198,94.31,7,13.0
HW_NERC6_Event59,6,MISO-N,2006-07-25,2006-08-04,2006-07-30,211,97.41,11,10.0
HW_NERC6_Event60,6,MISO-N,2006-08-06,2006-08-06,2006-08-06,218,89.14,1,3.0
HW_NERC6_Event61,6,MISO-N,2007-07-08,2007-07-08,2007-07-08,189,89.71,1,5.0
HW_NERC6_Event62,6,MISO-N,2007-07-31,2007-08-03,2007-08-01,213,90.33,4,5.0
HW_NERC6_Event63,6,MISO-N,2007-08-05,2007-08-16,2007-08-10,222,92.35,12,4.0
HW_NERC6_Event64,6,MISO-N,2007-09-04,2007-09-04,2007-09-04,247,89.2,1,1.0
HW_NERC6_Event65,6,MISO-N,2010-08-03,2010-08-03,2010-08-03,215,89.28,1,6.0
HW_NERC6_Event66,6,MISO-N,2010-08-09,2010-08-13,2010-08-11,223,91.82,5,6.0
HW_NERC6_Event67,6,MISO-N,2011-07-10,2011-07-11,2011-07-10,191,89.76,2,8.0
HW_NERC6_Event68,6,MISO-N,2011-07-17,2011-07-23,2011-07-20,201,93.97,7,8.0
HW_NERC6_Event69,6,MISO-N,2011-07-27,2011-08-03,2011-07-30,211,92.06,8,6.0
HW_NERC6_Event70,6,MISO-N,2011-09-01,2011-09-02,2011-09-01,244,92.97,2,2.0
HW_NERC6_Event71,6,MISO-N,2012-06-27,2012-07-08,2012-07-02,184,97.43,12,8.0
HW_NERC6_Event72,6,MISO-N,2012-07-15,2012-07-27,2012-07-21,203,97.43,13,5.0
HW_NERC6_Event73,6,MISO-N,2012-07-29,2012-08-08,2012-08-03,216,94.97,11,7.0
HW_NERC6_Event74,6,MISO-N,2012-08-22,2012-08-25,2012-08-23,236,92.0,4,1.0
HW_NERC6_Event75,6,MISO-N,2012-08-28,2012-08-31,2012-08-29,242,92.2,4,2.0
HW_NERC6_Event76,6,MISO-N,2013-07-17,2013-07-18,2013-07-17,198,89.74,2,5.0
HW_NERC6_Event77,6,MISO-N,2013-08-25,2013-08-31,2013-08-28,240,90.96,7,3.0
HW_NERC6_Event78,6,MISO-N,2013-09-09,2013-09-10,2013-09-09,252,90.51,2,2.0
HW_NERC6_Event79,6,MISO-N,2016-07-21,2016-07-24,2016-07-22,204,90.93,4,9.0
HW_NERC6_Event80,6,MISO-N,2017-07-20,2017-07-21,2017-07-20,201,89.81,2,8.0
HW_NERC6_Event81,6,MISO-N,2018-06-29,2018-06-30,2018-06-29,180,90.65,2,5.0
HW_NERC6_Event82,6,MISO-N,2018-07-04,2018-07-04,2018-07-04,185,89.19,1,6.0
HW_NERC6_Event83,6,MISO-N,2019-07-19,2019-07-19,2019-07-19,200,89.69,1,6.0
HW_NERC6_Event84,6,MISO-N,2020-08-24,2020-08-26,2020-08-25,238,90.15,3,4.0
HW_NERC6_Event85,6,MISO-N,2021-07-26,2021-07-28,2021-07-27,208,90.47,3,3.0
HW_NERC6_Event86,6,MISO-N,2021-08-10,2021-08-11,2021-08-10,222,91.03,2,7.0
HW_NERC6_Event87,6,MISO-N,2021-08-24,2021-08-25,2021-08-24,236,90.11,2,7.0
HW_NERC6_Event88,6,MISO-N,2022-07-19,2022-07-23,2022-07-21,202,90.7,5,8.0
HW_NERC6_Event89,6,MISO-N,2022-08-02,2022-08-03,2022-08-02,214,90.0,2,7.0
HW_NERC6_Event90,6,MISO-N,2023-07-25,2023-07-28,2023-07-26,207,93.43,4,10.0
HW_NERC6_Event91,6,MISO-N,2023-08-20,2023-08-25,2023-08-22,234,95.21,6,6.0
HW_NERC6_Event92,6,MISO-N,2023-09-02,2023-09-05,2023-09-03,246,93.25,4,5.0
HW_NERC6_Event93,6,MISO-N,2024-07-14,2024-07-15,2024-07-14,196,90.33,2,11.0
HW_NERC6_Event94,6,MISO-N,2024-07-30,2024-08-02,2024-07-31,213,91.11,4,11.0
HW_NERC6_Event95,6,MISO-N,2024-08-04,2024-08-04,2024-08-04,217,89.43,1,8.0
HW_NERC6_Event96,6,MISO-N,2024-08-25,2024-08-28,2024-08-26,239,93.06,4,4.0
HW_NERC7_Event1,7,MISO-S,1980-07-01,1980-07-02,1980-07-01,183,98.63,2,3.0
HW_NERC7_Event2,7,MISO-S,1980-07-10,1980-07-18,1980-07-14,196,101.99,9,6.0
HW_NERC7_Event3,7,MISO-S,1980-07-30,1980-07-31,1980-07-30,212,98.55,2,7.0
HW_NERC7_Event4,7,MISO-S,1980-08-20,1980-08-21,1980-08-20,233,99.3,2,2.0
HW_NERC7_Event5,7,MISO-S,1980-09-13,1980-09-15,1980-09-14,258,99.74,3,1.0
HW_NERC7_Event6,7,MISO-S,1981-07-21,1981-07-21,1981-07-21,202,98.4,1,2.0
HW_NERC7_Event7,7,MISO-S,1985-07-31,1985-07-31,1985-07-31,212,98.84,1,1.0
HW_NERC7_Event8,7,MISO-S,1985-08-10,1985-08-11,1985-08-10,222,99.14,2,2.0
HW_NERC7_Event9,7,MISO-S,1985-08-31,1985-08-31,1985-08-31,243,98.62,1,1.0
HW_NERC7_Event10,7,MISO-S,1986-07-27,1986-08-01,1986-07-29,210,103.62,6,5.0
HW_NERC7_Event11,7,MISO-S,1987-08-02,1987-08-02,1987-08-02,214,98.52,1,5.0
HW_NERC7_Event12,7,MISO-S,1987-08-21,1987-08-22,1987-08-21,233,98.4,2,3.0
HW_NERC7_Event13,7,MISO-S,1988-08-02,1988-08-02,1988-08-02,215,98.39,1,6.0
HW_NERC7_Event14,7,MISO-S,1988-08-06,1988-08-08,1988-08-07,220,99.52,3,4.0
HW_NERC7_Event15,7,MISO-S,1988-08-14,1988-08-16,1988-08-15,228,100.52,3,5.0
HW_NERC7_Event16,7,MISO-S,1988-08-26,1988-08-26,1988-08-26,239,98.66,1,2.0
HW_NERC7_Event17,7,MISO-S,1990-08-20,1990-08-21,1990-08-20,232,99.38,2,1.0
HW_NERC7_Event18,7,MISO-S,1990-08-24,1990-08-31,1990-08-27,239,102.41,8,6.0
HW_NERC7_Event19,7,MISO-S,1990-09-03,1990-09-07,1990-09-05,248,101.41,5,4.0
HW_NERC7_Event20,7,MISO-S,1993-08-14,1993-08-20,1993-08-17,229,100.06,7,2.0
HW_NERC7_Event21,7,MISO-S,1995-07-27,1995-07-27,1995-07-27,208,98.54,1,7.0
HW_NERC7_Event22,7,MISO-S,1995-08-16,1995-08-21,1995-08-18,230,100.61,6,5.0
HW_NERC7_Event23,7,MISO-S,1995-08-28,1995-08-31,1995-08-29,241,99.21,4,1.0
HW_NERC7_Event24,7,MISO-S,1996-07-20,1996-07-22,1996-07-21,203,100.46,3,6.0
HW_NERC7_Event25,7,MISO-S,1998-06-13,1998-06-13,1998-06-13,164,98.35,1,2.0
HW_NERC7_Event26,7,MISO-S,1998-06-20,1998-06-21,1998-06-20,171,98.69,2,2.0
HW_NERC7_Event27,7,MISO-S,1998-07-06,1998-07-10,1998-07-08,189,100.46,5,3.0
HW_NERC7_Event28,7,MISO-S,1998-07-18,1998-07-20,1998-07-19,200,99.7,3,10.0
HW_NERC7_Event29,7,MISO-S,1998-07-27,1998-08-03,1998-07-30,211,102.47,8,2.0
HW_NERC7_Event30,7,MISO-S,1998-08-10,1998-08-10,1998-08-10,222,98.44,1,3.0
HW_NERC7_Event31,7,MISO-S,1998-08-18,1998-08-19,1998-08-18,230,98.85,2,1.0
HW_NERC7_Event32,7,MISO-S,1998-08-24,1998-08-30,1998-08-27,239,102.14,7,4.0
HW_NERC7_Event33,7,MISO-S,1998-09-03,1998-09-07,1998-09-05,248,100.84,5,5.0
HW_NERC7_Event34,7,MISO-S,1999-07-28,1999-07-31,1999-07-29,210,99.4,4,9.0
HW_NERC7_Event35,7,MISO-S,1999-08-07,1999-08-13,1999-08-10,222,101.86,7,5.0
HW_NERC7_Event36,7,MISO-S,1999-08-17,1999-08-19,1999-08-18,230,100.61,3,2.0
HW_NERC7_Event37,7,MISO-S,2000-07-13,2000-07-20,2000-07-16,198,102.22,8,7.0
HW_NERC7_Event38,7,MISO-S,2000-08-05,2000-08-11,2000-08-08,221,100.67,7,7.0
HW_NERC7_Event39,7,MISO-S,2000-08-15,2000-09-05,2000-08-25,238,105.86,22,2.0
HW_NERC7_Event40,7,MISO-S,2001-08-22,2001-08-22,2001-08-22,234,98.37,1,1.0
HW_NERC7_Event41,7,MISO-S,2002-08-03,2002-08-04,2002-08-03,215,98.7,2,5.0
HW_NERC7_Event42,7,MISO-S,2003-08-18,2003-08-20,2003-08-19,231,98.9,3,6.0
HW_NERC7_Event43,7,MISO-S,2005-07-24,2005-07-25,2005-07-24,205,98.72,2,8.0
HW_NERC7_Event44,7,MISO-S,2005-08-19,2005-08-23,2005-08-21,233,102.06,5,2.0
HW_NERC7_Event45,7,MISO-S,2005-09-19,2005-09-21,2005-09-20,263,100.34,3,1.0
HW_NERC7_Event46,7,MISO-S,2006-07-16,2006-07-21,2006-07-18,199,102.76,6,11.0
HW_NERC7_Event47,7,MISO-S,2006-07-30,2006-08-20,2006-08-09,221,103.1,22,4.0
HW_NERC7_Event48,7,MISO-S,2006-08-26,2006-08-26,2006-08-26,238,98.4,1,1.0
HW_NERC7_Event49,7,MISO-S,2007-08-09,2007-08-16,2007-08-12,224,104.37,8,7.0
HW_NERC7_Event50,7,MISO-S,2007-08-22,2007-08-24,2007-08-23,235,99.26,3,3.0
HW_NERC7_Event51,7,MISO-S,2008-07-20,2008-07-21,2008-07-20,202,99.29,2,5.0
HW_NERC7_Event52,7,MISO-S,2008-07-27,2008-08-05,2008-07-31,213,102.49,10,5.0
HW_NERC7_Event53,7,MISO-S,2009-06-26,2009-06-28,2009-06-27,178,99.66,3,3.0
HW_NERC7_Event54,7,MISO-S,2010-07-31,2010-08-16,2010-08-08,220,103.3,17,3.0
HW_NERC7_Event55,7,MISO-S,2010-08-21,2010-08-23,2010-08-22,234,100.21,3,3.0
HW_NERC7_Event56,7,MISO-S,2011-06-03,2011-06-06,2011-06-04,155,100.08,4,4.0
HW_NERC7_Event57,7,MISO-S,2011-06-13,2011-06-20,2011-06-16,167,101.16,8,3.0
HW_NERC7_Event58,7,MISO-S,2011-06-26,2011-06-28,2011-06-27,178,99.53,3,3.0
HW_NERC7_Event59,7,MISO-S,2011-06-30,2011-07-04,2011-07-02,183,101.55,5,4.0
HW_NERC7_Event60,7,MISO-S,2011-07-07,2011-07-14,2011-07-10,191,103.66,8,8.0
HW_NERC7_Event61,7,MISO-S,2011-07-19,2011-07-22,2011-07-20,201,99.49,4,8.0
HW_NERC7_Event62,7,MISO-S,2011-07-26,2011-08-11,2011-08-03,215,108.87,17,5.0
HW_NERC7_Event63,7,MISO-S,2011-08-13,2011-08-13,2011-08-13,225,98.46,1,2.0
HW_NERC7_Event64,7,MISO-S,2011-08-15,2011-09-02,2011-08-24,236,105.11,19,6.0
HW_NERC7_Event65,7,MISO-S,2012-06-24,2012-07-07,2012-06-30,182,100.98,14,9.0
HW_NERC7_Event66,7,MISO-S,2012-07-20,2012-07-20,2012-07-20,202,98.49,1,6.0
HW_NERC7_Event67,7,MISO-S,2012-07-27,2012-08-03,2012-07-30,212,102.17,8,5.0
HW_NERC7_Event68,7,MISO-S,2012-08-07,2012-08-09,2012-08-08,221,99.37,3,5.0
HW_NERC7_Event69,7,MISO-S,2013-08-08,2013-08-08,2013-08-08,220,98.36,1,2.0
HW_NERC7_Event70,7,MISO-S,2013-09-09,2013-09-09,2013-09-09,252,98.34,1,2.0
HW_NERC7_Event71,7,MISO-S,2014-08-23,2014-08-23,2014-08-23,235,98.63,1,5.0
HW_NERC7_Event72,7,MISO-S,2015-08-08,2015-08-10,2015-08-09,221,99.91,3,2.0
HW_NERC7_Event73,7,MISO-S,2018-07-19,2018-07-21,2018-07-20,201,101.67,3,5.0
HW_NERC7_Event74,7,MISO-S,2022-07-05,2022-07-12,2022-07-08,189,100.72,8,4.0
HW_NERC7_Event75,7,MISO-S,2022-07-18,2022-07-21,2022-07-19,200,101.2,4,10.0
HW_NERC7_Event76,7,MISO-S,2022-07-24,2022-07-27,2022-07-25,206,99.1,4,2.0
HW_NERC7_Event77,7,MISO-S,2023-06-28,2023-07-01,2023-06-29,180,99.81,4,3.0
HW_NERC7_Event78,7,MISO-S,2023-07-17,2023-07-20,2023-07-18,199,101.5,4,7.0
HW_NERC7_Event79,7,MISO-S,2023-07-25,2023-08-07,2023-07-31,212,102.54,14,3.0
HW_NERC7_Event80,7,MISO-S,2023-08-10,2023-08-14,2023-08-12,224,101.62,5,4.0
HW_NERC7_Event81,7,MISO-S,2023-08-18,2023-08-27,2023-08-22,234,104.74,10,6.0
HW_NERC7_Event82,7,MISO-S,2023-09-06,2023-09-07,2023-09-06,249,98.73,2,7.0
HW_NERC8_Event1,8,MT,1980-07-19,1980-07-20,1980-07-19,201,81.32,2,7.0
HW_NERC8_Event2,8,MT,1981-07-08,1981-07-09,1981-07-08,189,80.96,2,6.0
HW_NERC8_Event3,8,MT,1981-08-01,1981-08-03,1981-08-02,214,81.8,3,1.0
HW_NERC8_Event4,8,MT,1982-07-07,1982-07-08,1982-07-07,188,83.2,2,1.0
HW_NERC8_Event5,8,MT,1982-07-17,1982-07-19,1982-07-18,199,84.46,3,3.0
HW_NERC8_Event6,8,MT,1983-06-21,1983-06-23,1983-06-22,173,86.14,3,2.0
HW_NERC8_Event7,8,MT,1983-07-03,1983-07-04,1983-07-03,184,83.51,2,4.0
HW_NERC8_Event8,8,MT,1983-09-05,1983-09-06,1983-09-05,248,83.38,2,3.0
HW_NERC8_Event9,8,MT,1984-06-09,1984-06-10,1984-06-09,161,82.83,2,4.0
HW_NERC8_Event10,8,MT,1984-07-01,1984-07-03,1984-07-02,184,83.02,3,2.0
HW_NERC8_Event11,8,MT,1984-08-04,1984-08-06,1984-08-05,218,83.43,3,3.0
HW_NERC8_Event12,8,MT,1985-07-05,1985-07-05,1985-07-05,186,80.79,1,7.0
HW_NERC8_Event13,8,MT,1986-07-25,1986-07-25,1986-07-25,206,81.74,1,2.0
HW_NERC8_Event14,8,MT,1987-07-09,1987-07-13,1987-07-11,192,83.26,5,5.0
HW_NERC8_Event15,8,MT,1987-08-15,1987-08-18,1987-08-16,228,86.05,4,3.0
HW_NERC8_Event16,8,MT,1988-06-14,1988-06-16,1988-06-15,167,84.93,3,4.0
HW_NERC8_Event17,8,MT,1988-07-05,1988-07-11,1988-07-08,190,87.18,7,6.0
HW_NERC8_Event18,8,MT,1988-07-29,1988-08-07,1988-08-02,215,87.76,10,6.0
HW_NERC8_Event19,8,MT,1988-08-09,1988-08-12,1988-08-10,223,84.24,4,2.0
HW_NERC8_Event20,8,MT,1989-06-21,1989-06-22,1989-06-21,172,82.35,2,3.0
HW_NERC8_Event21,8,MT,1989-06-26,1989-06-27,1989-06-26,177,81.34,2,1.0
HW_NERC8_Event22,8,MT,1989-07-06,1989-07-06,1989-07-06,187,81.49,1,7.0
HW_NERC8_Event23,8,MT,1989-07-24,1989-07-27,1989-07-25,206,85.99,4,3.0
HW_NERC8_Event24,8,MT,1990-07-15,1990-07-18,1990-07-16,197,82.26,4,2.0
HW_NERC8_Event25,8,MT,1990-07-28,1990-07-30,1990-07-29,210,82.57,3,2.0
HW_NERC8_Event26,8,MT,1990-08-04,1990-08-05,1990-08-04,216,83.15,2,2.0
HW_NERC8_Event27,8,MT,1990-08-27,1990-08-27,1990-08-27,239,81.22,1,6.0
HW_NERC8_Event28,8,MT,1991-06-26,1991-06-28,1991-06-27,178,83.14,3,4.0
HW_NERC8_Event29,8,MT,1991-07-16,1991-07-21,1991-07-18,199,87.31,6,6.0
HW_NERC8_Event30,8,MT,1991-08-13,1991-08-15,1991-08-14,226,84.67,3,1.0
HW_NERC8_Event31,8,MT,1991-08-29,1991-08-29,1991-08-29,241,81.9,1,4.0
HW_NERC8_Event32,8,MT,1992-05-21,1992-05-23,1992-05-22,143,86.1,3,1.0
HW_NERC8_Event33,8,MT,1992-08-25,1992-08-26,1992-08-25,238,81.7,2,1.0
HW_NERC8_Event34,8,MT,1993-06-14,1993-06-14,1993-06-14,165,81.44,1,1.0
HW_NERC8_Event35,8,MT,1993-07-06,1993-07-11,1993-07-08,189,86.47,6,4.0
HW_NERC8_Event36,8,MT,1993-08-02,1993-08-02,1993-08-02,214,81.11,1,5.0
HW_NERC8_Event37,8,MT,1993-08-26,1993-08-27,1993-08-26,238,85.38,2,4.0
HW_NERC8_Event38,8,MT,1994-06-16,1994-06-18,1994-06-17,168,85.51,3,5.0
HW_NERC8_Event39,8,MT,1994-07-21,1994-07-23,1994-07-22,203,82.96,3,5.0
HW_NERC8_Event40,8,MT,1995-06-18,1995-06-19,1995-06-18,169,82.16,2,3.0
HW_NERC8_Event41,8,MT,1995-06-23,1995-06-25,1995-06-24,175,83.89,3,1.0
HW_NERC8_Event42,8,MT,1995-06-29,1995-06-30,1995-06-29,180,81.87,2,1.0
HW_NERC8_Event43,8,MT,1995-07-05,1995-07-06,1995-07-05,186,81.87,2,1.0
HW_NERC8_Event44,8,MT,1995-07-13,1995-07-13,1995-07-13,194,80.79,1,7.0
HW_NERC8_Event45,8,MT,1995-07-31,1995-08-01,1995-07-31,212,82.71,2,5.0
HW_NERC8_Event46,8,MT,1995-08-08,1995-08-11,1995-08-09,221,84.72,4,3.0
HW_NERC8_Event47,8,MT,1996-08-05,1996-08-07,1996-08-06,219,84.88,3,3.0
HW_NERC8_Event48,8,MT,1997-06-29,1997-07-01,1997-06-30,181,85.56,3,2.0
HW_NERC8_Event49,8,MT,1997-07-26,1997-07-27,1997-07-26,207,83.1,2,4.0
HW_NERC8_Event50,8,MT,1997-08-10,1997-08-10,1997-08-10,222,82.15,1,1.0
HW_NERC8_Event51,8,MT,1998-07-14,1998-07-17,1998-07-15,196,85.76,4,5.0
HW_NERC8_Event52,8,MT,1998-08-07,1998-08-09,1998-08-08,220,84.51,3,3.0
HW_NERC8_Event53,8,MT,1999-05-31,1999-05-31,1999-05-31,151,81.57,1,1.0
HW_NERC8_Event54,8,MT,1999-06-26,1999-06-26,1999-06-26,177,80.78,1,3.0
HW_NERC8_Event55,8,MT,1999-07-15,1999-07-18,1999-07-16,197,84.3,4,4.0
HW_NERC8_Event56,8,MT,1999-07-29,1999-07-31,1999-07-30,211,81.87,3,7.0
HW_NERC8_Event57,8,MT,1999-08-25,1999-08-26,1999-08-25,237,81.51,2,2.0
HW_NERC8_Event58,8,MT,1999-09-02,1999-09-04,1999-09-03,246,82.67,3,1.0
HW_NERC8_Event59,8,MT,2001-06-14,2001-06-16,2001-06-15,166,83.91,3,2.0
HW_NERC8_Event60,8,MT,2001-06-26,2001-06-27,2001-06-26,177,84.55,2,2.0
HW_NERC8_Event61,8,MT,2001-07-20,2001-07-24,2001-07-22,203,83.49,5,8.0
HW_NERC8_Event62,8,MT,2001-08-01,2001-08-03,2001-08-02,214,81.92,3,4.0
HW_NERC8_Event63,8,MT,2001-08-05,2001-08-10,2001-08-07,219,85.03,6,5.0
HW_NERC8_Event64,8,MT,2001-09-08,2001-09-09,2001-09-08,251,82.31,2,1.0
HW_NERC8_Event65,8,MT,2002-07-01,2002-07-04,2002-07-02,183,86.85,4,7.0
HW_NERC8_Event66,8,MT,2002-07-22,2002-07-22,2002-07-22,203,82.03,1,6.0
HW_NERC8_Event67,8,MT,2002-08-11,2002-08-18,2002-08-14,226,87.79,8,5.0
HW_NERC8_Event68,8,MT,2002-09-08,2002-09-10,2002-09-09,252,85.46,3,4.0
HW_NERC8_Event69,8,MT,2003-06-24,2003-06-28,2003-06-26,177,88.05,5,3.0
HW_NERC8_Event70,8,MT,2003-08-20,2003-08-21,2003-08-20,232,83.27,2,6.0
HW_NERC8_Event71,8,MT,2005-06-11,2005-06-12,2005-06-11,162,81.81,2,3.0
HW_NERC8_Event72,8,MT,2005-06-25,2005-06-26,2005-06-25,176,82.82,2,3.0
HW_NERC8_Event73,8,MT,2005-07-16,2005-07-21,2005-07-18,199,83.72,6,7.0
HW_NERC8_Event74,8,MT,2005-08-08,2005-08-11,2005-08-09,221,84.58,4,5.0
HW_NERC8_Event75,8,MT,2006-07-15,2006-07-18,2006-07-16,197,84.12,4,14.0
HW_NERC8_Event76,8,MT,2006-07-28,2006-07-28,2006-07-28,209,81.54,1,6.0
HW_NERC8_Event77,8,MT,2007-07-25,2007-07-28,2007-07-26,207,85.69,4,1.0
HW_NERC8_Event78,8,MT,2007-08-01,2007-08-03,2007-08-02,214,84.19,3,4.0
HW_NERC8_Event79,8,MT,2008-07-07,2008-07-09,2008-07-08,190,84.61,3,2.0
HW_NERC8_Event80,8,MT,2009-08-14,2009-08-19,2009-08-16,228,84.69,6,3.0
HW_NERC8_Event81,8,MT,2010-05-24,2010-05-25,2010-05-24,144,82.85,2,1.0
HW_NERC8_Event82,8,MT,2010-06-19,2010-06-19,2010-06-19,170,81.42,1,1.0
HW_NERC8_Event83,8,MT,2010-07-04,2010-07-10,2010-07-07,188,84.89,7,6.0
HW_NERC8_Event84,8,MT,2010-07-16,2010-07-17,2010-07-16,197,82.0,2,9.0
HW_NERC8_Event85,8,MT,2010-08-29,2010-09-03,2010-08-31,243,86.87,6,4.0
HW_NERC8_Event86,8,MT,2011-07-05,2011-07-05,2011-07-05,186,80.97,1,1.0
HW_NERC8_Event87,8,MT,2011-07-11,2011-07-11,2011-07-11,192,80.65,1,7.0
HW_NERC8_Event88,8,MT,2011-07-17,2011-07-17,2011-07-17,198,80.87,1,3.0
