UID,NERC,Region,Def,Start,End,Center,Center_DOY,T_Max_Min,Duration,Coverage
NERC1_Def1_Event215,1,WECC: AZ-NM-SNV,1,1996-02-26,1996-02-29,1996-02-27,58,29.9,4,79.5
NERC1_Def1_Event216,1,WECC: AZ-NM-SNV,1,1987-01-06,1987-01-11,1987-01-09,9,29.8,6,97.7
NERC1_Def1_Event217,1,WECC: AZ-NM-SNV,1,2007-01-05,2007-01-08,2007-01-06,6,29.8,4,86.4
NERC1_Def1_Event218,1,WECC: AZ-NM-SNV,1,1992-11-21,1992-11-30,1992-11-25,330,29.8,10,93.2
NERC1_Def1_Event219,1,WECC: AZ-NM-SNV,1,2013-02-09,2013-02-13,2013-02-12,43,29.7,5,93.2
NERC1_Def1_Event220,1,WECC: AZ-NM-SNV,1,1992-01-12,1992-01-23,1992-01-16,16,29.7,12,95.5
NERC1_Def1_Event221,1,WECC: AZ-NM-SNV,1,2009-02-09,2009-02-15,2009-02-11,42,29.7,7,90.9
NERC1_Def1_Event222,1,WECC: AZ-NM-SNV,1,1988-01-01,1988-01-04,1988-01-02,2,29.6,4,97.7
NERC1_Def1_Event223,1,WECC: AZ-NM-SNV,1,2003-12-09,2003-12-17,2003-12-16,350,29.6,9,88.6
NERC1_Def1_Event224,1,WECC: AZ-NM-SNV,1,2011-12-19,2011-12-27,2011-12-23,357,29.6,9,93.2
NERC1_Def1_Event225,1,WECC: AZ-NM-SNV,1,1999-12-08,1999-12-16,1999-12-15,349,29.6,9,86.4
NERC1_Def1_Event226,1,WECC: AZ-NM-SNV,1,1981-01-31,1981-02-03,1981-02-01,32,29.6,4,95.5
NERC1_Def1_Event227,1,WECC: AZ-NM-SNV,1,1983-11-22,1983-11-30,1983-11-27,331,29.5,9,95.5
NERC1_Def1_Event228,1,WECC: AZ-NM-SNV,1,2012-12-25,2012-12-31,2012-12-29,364,29.5,7,95.5
NERC1_Def1_Event229,1,WECC: AZ-NM-SNV,1,1984-11-26,1984-11-28,1984-11-27,332,29.5,3,95.5
NERC1_Def1_Event230,1,WECC: AZ-NM-SNV,1,1996-01-18,1996-01-27,1996-01-24,24,29.5,10,93.2
NERC1_Def1_Event231,1,WECC: AZ-NM-SNV,1,2003-11-23,2003-11-24,2003-11-23,327,29.5,2,81.8
NERC1_Def1_Event232,1,WECC: AZ-NM-SNV,1,2004-01-04,2004-01-06,2004-01-05,5,29.4,3,95.5
NERC1_Def1_Event233,1,WECC: AZ-NM-SNV,1,2018-02-20,2018-02-26,2018-02-24,55,29.3,7,84.1
NERC1_Def1_Event234,1,WECC: AZ-NM-SNV,1,2019-02-06,2019-02-12,2019-02-07,38,29.3,7,93.2
NERC1_Def1_Event235,1,WECC: AZ-NM-SNV,1,2002-01-17,2002-01-21,2002-01-19,19,29.2,5,84.1
NERC1_Def1_Event236,1,WECC: AZ-NM-SNV,1,2022-12-13,2022-12-21,2022-12-17,351,29.2,9,95.5
NERC1_Def1_Event237,1,WECC: AZ-NM-SNV,1,2002-12-18,2002-12-28,2002-12-26,360,29.1,11,97.7
NERC1_Def1_Event238,1,WECC: AZ-NM-SNV,1,2001-01-25,2001-02-02,2001-01-31,31,29.1,9,93.2
NERC1_Def1_Event239,1,WECC: AZ-NM-SNV,1,2006-01-16,2006-01-18,2006-01-16,16,29.0,3,95.5
NERC1_Def1_Event240,1,WECC: AZ-NM-SNV,1,1984-01-12,1984-01-24,1984-01-18,18,29.0,13,95.5
NERC1_Def1_Event241,1,WECC: AZ-NM-SNV,1,2016-12-18,2016-12-19,2016-12-18,353,29.0,2,88.6
NERC1_Def1_Event242,1,WECC: AZ-NM-SNV,1,1989-03-04,1989-03-05,1989-03-04,63,28.9,2,84.1
NERC1_Def1_Event243,1,WECC: AZ-NM-SNV,1,1993-01-03,1993-01-06,1993-01-04,4,28.9,4,86.4
NERC1_Def1_Event244,1,WECC: AZ-NM-SNV,1,1991-01-28,1991-01-31,1991-01-30,30,28.9,4,86.4
NERC1_Def1_Event245,1,WECC: AZ-NM-SNV,1,2014-12-26,2014-12-31,2014-12-27,361,28.9,6,97.7
NERC1_Def1_Event246,1,WECC: AZ-NM-SNV,1,1994-11-18,1994-11-21,1994-11-20,324,28.9,4,93.2
NERC1_Def1_Event247,1,WECC: AZ-NM-SNV,1,2009-12-23,2009-12-31,2009-12-26,360,28.8,9,97.7
NERC1_Def1_Event248,1,WECC: AZ-NM-SNV,1,2022-02-23,2022-02-26,2022-02-24,55,28.7,4,88.6
NERC1_Def1_Event249,1,WECC: AZ-NM-SNV,1,2001-02-08,2001-02-11,2001-02-09,40,28.7,4,93.2
NERC1_Def1_Event250,1,WECC: AZ-NM-SNV,1,2017-01-24,2017-01-29,2017-01-27,27,28.7,6,95.5
NERC1_Def1_Event251,1,WECC: AZ-NM-SNV,1,2017-12-21,2017-12-23,2017-12-22,356,28.6,3,84.1
NERC1_Def1_Event252,1,WECC: AZ-NM-SNV,1,1993-12-13,1993-12-25,1993-12-24,358,28.6,13,95.5
NERC1_Def1_Event253,1,WECC: AZ-NM-SNV,1,2019-12-25,2019-12-31,2019-12-29,363,28.6,7,97.7
NERC1_Def1_Event254,1,WECC: AZ-NM-SNV,1,2001-01-10,2001-01-21,2001-01-18,18,28.6,12,97.7
NERC1_Def1_Event255,1,WECC: AZ-NM-SNV,1,2001-11-26,2001-12-01,2001-11-28,332,28.6,6,90.9
NERC1_Def1_Event256,1,WECC: AZ-NM-SNV,1,1998-12-06,1998-12-12,1998-12-08,342,28.5,7,97.7
NERC1_Def1_Event257,1,WECC: AZ-NM-SNV,1,2011-02-09,2011-02-11,2011-02-10,41,28.5,3,86.4
NERC1_Def1_Event258,1,WECC: AZ-NM-SNV,1,2002-01-23,2002-01-25,2002-01-24,24,28.4,3,86.4
NERC1_Def1_Event259,1,WECC: AZ-NM-SNV,1,2000-01-02,2000-01-09,2000-01-03,3,28.4,8,95.5
NERC1_Def1_Event260,1,WECC: AZ-NM-SNV,1,2021-01-24,2021-01-28,2021-01-27,27,28.3,5,95.5
NERC1_Def1_Event261,1,WECC: AZ-NM-SNV,1,2009-12-03,2009-12-12,2009-12-04,338,28.1,10,97.7
NERC1_Def1_Event262,1,WECC: AZ-NM-SNV,1,2008-01-29,2008-02-07,2008-01-31,31,28.1,10,95.5
NERC1_Def1_Event263,1,WECC: AZ-NM-SNV,1,1998-12-21,1998-12-25,1998-12-23,357,28.0,5,100.0
NERC1_Def1_Event264,1,WECC: AZ-NM-SNV,1,1997-12-09,1997-12-14,1997-12-12,346,28.0,6,95.5
NERC1_Def1_Event265,1,WECC: AZ-NM-SNV,1,2001-12-09,2001-12-19,2001-12-13,347,28.0,11,97.7
NERC1_Def1_Event266,1,WECC: AZ-NM-SNV,1,2019-02-17,2019-02-25,2019-02-20,51,28.0,9,95.5
NERC1_Def1_Event267,1,WECC: AZ-NM-SNV,1,2005-11-27,2005-11-29,2005-11-28,332,27.9,3,88.6
NERC1_Def1_Event268,1,WECC: AZ-NM-SNV,1,1986-02-05,1986-02-12,1986-02-10,41,27.9,8,97.7
NERC1_Def1_Event269,1,WECC: AZ-NM-SNV,1,2006-12-18,2006-12-25,2006-12-20,354,27.9,8,97.7
NERC1_Def1_Event270,1,WECC: AZ-NM-SNV,1,2012-12-15,2012-12-22,2012-12-20,355,27.9,8,86.4
NERC1_Def1_Event271,1,WECC: AZ-NM-SNV,1,2004-11-29,2004-12-08,2004-11-30,335,27.9,10,97.7
NERC1_Def1_Event272,1,WECC: AZ-NM-SNV,1,1985-12-09,1985-12-17,1985-12-13,347,27.7,9,100.0
NERC1_Def1_Event273,1,WECC: AZ-NM-SNV,1,1982-01-02,1982-01-09,1982-01-04,4,27.7,8,97.7
NERC1_Def1_Event274,1,WECC: AZ-NM-SNV,1,1999-02-11,1999-02-12,1999-02-11,42,27.7,2,86.4
NERC1_Def1_Event275,1,WECC: AZ-NM-SNV,1,1992-12-12,1992-12-24,1992-12-17,352,27.7,13,97.7
NERC1_Def1_Event276,1,WECC: AZ-NM-SNV,1,1982-01-20,1982-01-24,1982-01-23,23,27.6,5,97.7
NERC1_Def1_Event277,1,WECC: AZ-NM-SNV,1,1982-12-24,1982-12-31,1982-12-29,363,27.6,8,100.0
NERC1_Def1_Event278,1,WECC: AZ-NM-SNV,1,2013-01-01,2013-01-08,2013-01-01,1,27.5,8,97.7
NERC1_Def1_Event279,1,WECC: AZ-NM-SNV,1,2022-01-01,2022-01-04,2022-01-02,2,27.4,4,93.2
NERC1_Def1_Event280,1,WECC: AZ-NM-SNV,1,1991-11-29,1991-12-04,1991-12-02,336,27.2,6,97.7
NERC1_Def1_Event281,1,WECC: AZ-NM-SNV,1,2015-12-13,2015-12-18,2015-12-16,350,27.2,6,97.7
NERC1_Def1_Event282,1,WECC: AZ-NM-SNV,1,2010-11-23,2010-12-01,2010-11-30,334,27.1,9,95.5
NERC1_Def1_Event283,1,WECC: AZ-NM-SNV,1,1997-12-20,1997-12-29,1997-12-26,360,27.0,10,100.0
NERC1_Def1_Event284,1,WECC: AZ-NM-SNV,1,2015-01-01,2015-01-05,2015-01-01,1,26.8,5,100.0
NERC1_Def1_Event285,1,WECC: AZ-NM-SNV,1,1997-01-06,1997-01-18,1997-01-08,8,26.8,13,95.5
NERC1_Def1_Event286,1,WECC: AZ-NM-SNV,1,2024-01-04,2024-01-13,2024-01-09,9,26.8,10,97.7
NERC1_Def1_Event287,1,WECC: AZ-NM-SNV,1,2023-02-14,2023-02-17,2023-02-16,47,26.8,4,95.5
NERC1_Def1_Event288,1,WECC: AZ-NM-SNV,1,2018-12-27,2018-12-31,2018-12-29,363,26.7,5,97.7
NERC1_Def1_Event289,1,WECC: AZ-NM-SNV,1,2015-12-25,2015-12-31,2015-12-27,361,26.7,7,100.0
NERC1_Def1_Event290,1,WECC: AZ-NM-SNV,1,1988-01-17,1988-01-26,1988-01-20,20,26.7,10,97.7
NERC1_Def1_Event291,1,WECC: AZ-NM-SNV,1,1990-01-01,1990-01-08,1990-01-04,4,26.6,8,97.7
NERC1_Def1_Event292,1,WECC: AZ-NM-SNV,1,2016-02-01,2016-02-06,2016-02-03,34,26.6,6,97.7
NERC1_Def1_Event293,1,WECC: AZ-NM-SNV,1,2004-02-01,2004-02-14,2004-02-13,44,26.5,14,90.9
NERC1_Def1_Event294,1,WECC: AZ-NM-SNV,1,2004-12-22,2004-12-26,2004-12-24,359,26.4,5,97.7
NERC1_Def1_Event295,1,WECC: AZ-NM-SNV,1,2013-12-05,2013-12-11,2013-12-10,344,26.4,7,100.0
NERC1_Def1_Event296,1,WECC: AZ-NM-SNV,1,1989-01-06,1989-01-17,1989-01-09,9,26.3,12,100.0
NERC1_Def1_Event297,1,WECC: AZ-NM-SNV,1,2020-02-04,2020-02-06,2020-02-05,36,26.2,3,97.7
NERC1_Def1_Event298,1,WECC: AZ-NM-SNV,1,2008-12-19,2008-12-29,2008-12-27,362,26.2,11,100.0
NERC1_Def1_Event299,1,WECC: AZ-NM-SNV,1,1994-01-26,1994-02-03,1994-02-01,32,26.1,9,90.9
NERC1_Def1_Event300,1,WECC: AZ-NM-SNV,1,1989-12-11,1989-12-14,1989-12-12,346,26.0,4,97.7
NERC1_Def1_Event301,1,WECC: AZ-NM-SNV,1,2022-02-02,2022-02-05,2022-02-03,34,25.9,4,93.2
NERC1_Def1_Event302,1,WECC: AZ-NM-SNV,1,2007-12-21,2007-12-31,2007-12-28,362,25.9,11,97.7
NERC1_Def1_Event303,1,WECC: AZ-NM-SNV,1,2002-03-02,2002-03-04,2002-03-03,62,25.8,3,86.4
NERC1_Def1_Event304,1,WECC: AZ-NM-SNV,1,2008-01-13,2008-01-25,2008-01-17,17,24.9,13,97.7
NERC1_Def1_Event305,1,WECC: AZ-NM-SNV,1,2011-12-02,2011-12-11,2011-12-06,340,24.8,10,97.7
NERC1_Def1_Event306,1,WECC: AZ-NM-SNV,1,2010-12-29,2010-12-31,2010-12-31,365,24.7,3,88.6
NERC1_Def1_Event307,1,WECC: AZ-NM-SNV,1,1996-12-15,1996-12-24,1996-12-18,353,24.6,10,97.7
NERC1_Def1_Event308,1,WECC: AZ-NM-SNV,1,2002-01-29,2002-02-03,2002-01-31,31,24.5,6,100.0
NERC1_Def1_Event309,1,WECC: AZ-NM-SNV,1,2003-12-27,2003-12-31,2003-12-28,362,24.3,5,100.0
NERC1_Def1_Event310,1,WECC: AZ-NM-SNV,1,2019-01-01,2019-01-05,2019-01-02,2,24.2,5,100.0
NERC1_Def1_Event311,1,WECC: AZ-NM-SNV,1,2006-11-29,2006-12-04,2006-11-30,334,23.4,6,97.7
NERC1_Def1_Event312,1,WECC: AZ-NM-SNV,1,1987-01-15,1987-01-24,1987-01-17,17,23.2,10,100.0
NERC1_Def1_Event313,1,WECC: AZ-NM-SNV,1,1990-02-14,1990-02-21,1990-02-16,47,22.8,8,100.0
NERC1_Def1_Event314,1,WECC: AZ-NM-SNV,1,1987-12-13,1987-12-31,1987-12-27,361,22.8,19,100.0
NERC1_Def1_Event315,1,WECC: AZ-NM-SNV,1,1989-02-05,1989-02-08,1989-02-07,38,22.6,4,100.0
NERC1_Def1_Event316,1,WECC: AZ-NM-SNV,1,1988-12-19,1988-12-31,1988-12-27,362,22.3,13,100.0
NERC1_Def1_Event317,1,WECC: AZ-NM-SNV,1,2007-01-13,2007-01-24,2007-01-15,15,22.0,12,100.0
NERC1_Def1_Event318,1,WECC: AZ-NM-SNV,1,2011-01-01,2011-01-12,2011-01-01,1,21.2,12,100.0
NERC1_Def1_Event319,1,WECC: AZ-NM-SNV,1,1985-01-27,1985-02-08,1985-02-01,32,21.2,13,100.0
NERC1_Def1_Event320,1,WECC: AZ-NM-SNV,1,2013-01-11,2013-01-17,2013-01-15,15,20.2,7,100.0
NERC1_Def1_Event321,1,WECC: AZ-NM-SNV,1,2011-02-01,2011-02-05,2011-02-03,34,15.6,5,100.0
NERC1_Def1_Event322,1,WECC: AZ-NM-SNV,1,1990-12-17,1990-12-31,1990-12-23,357,13.9,15,100.0
NERC10_Def1_Event1,10,SERC: Southeastern,1,1980-01-13,1980-01-14,1980-01-13,13,36.6,2,44.6
NERC10_Def1_Event2,10,SERC: Southeastern,1,1986-12-22,1986-12-23,1986-12-22,356,36.2,2,33.9
NERC10_Def1_Event3,10,SERC: Southeastern,1,1989-02-18,1989-02-19,1989-02-18,49,35.7,2,67.8
NERC10_Def1_Event4,10,SERC: Southeastern,1,1982-02-26,1982-02-28,1982-02-27,58,34.7,3,59.1
NERC10_Def1_Event5,10,SERC: Southeastern,1,1981-01-22,1981-01-23,1981-01-23,23,34.6,2,34.3
NERC10_Def1_Event6,10,SERC: Southeastern,1,1981-12-30,1981-12-31,1981-12-30,364,33.9,2,36.0
NERC10_Def1_Event7,10,SERC: Southeastern,1,1997-01-29,1997-01-30,1997-01-29,29,33.7,2,31.8
NERC10_Def1_Event8,10,SERC: Southeastern,1,1993-01-14,1993-01-15,1993-01-14,14,33.0,2,37.6
NERC10_Def1_Event9,10,SERC: Southeastern,1,2019-02-09,2019-02-10,2019-02-09,40,32.7,2,36.0
NERC10_Def1_Event10,10,SERC: Southeastern,1,1998-12-23,1998-12-27,1998-12-27,361,32.5,5,68.6
NERC10_Def1_Event11,10,SERC: Southeastern,1,1987-02-17,1987-02-18,1987-02-17,48,32.3,2,40.5
NERC10_Def1_Event12,10,SERC: Southeastern,1,2019-01-15,2019-01-16,2019-01-16,16,32.2,2,31.4
NERC10_Def1_Event13,10,SERC: Southeastern,1,1996-11-11,1996-11-12,1996-11-12,317,32.1,2,34.7
NERC10_Def1_Event14,10,SERC: Southeastern,1,2006-11-20,2006-11-21,2006-11-21,325,32.0,2,55.0
NERC10_Def1_Event15,10,SERC: Southeastern,1,1992-11-28,1992-11-30,1992-11-30,335,31.8,3,53.7
NERC10_Def1_Event16,10,SERC: Southeastern,1,1989-12-09,1989-12-11,1989-12-10,344,31.7,3,85.1
NERC10_Def1_Event17,10,SERC: Southeastern,1,1983-01-04,1983-01-05,1983-01-04,4,31.7,2,36.4
NERC10_Def1_Event18,10,SERC: Southeastern,1,1986-01-24,1986-01-25,1986-01-24,24,31.7,2,43.4
NERC10_Def1_Event19,10,SERC: Southeastern,1,2016-12-30,2016-12-31,2016-12-30,365,31.6,2,39.3
NERC10_Def1_Event20,10,SERC: Southeastern,1,2013-01-04,2013-01-05,2013-01-04,4,31.6,2,39.7
NERC10_Def1_Event21,10,SERC: Southeastern,1,2016-02-25,2016-02-26,2016-02-26,57,31.3,2,38.0
NERC10_Def1_Event22,10,SERC: Southeastern,1,2018-01-24,2018-01-25,2018-01-24,24,31.3,2,30.2
NERC10_Def1_Event23,10,SERC: Southeastern,1,2016-12-19,2016-12-20,2016-12-19,354,31.3,2,53.3
NERC10_Def1_Event24,10,SERC: Southeastern,1,2018-11-15,2018-11-16,2018-11-16,320,31.2,2,40.9
NERC10_Def1_Event25,10,SERC: Southeastern,1,2023-12-11,2023-12-12,2023-12-11,345,31.2,2,26.4
NERC10_Def1_Event26,10,SERC: Southeastern,1,2010-02-03,2010-02-04,2010-02-03,34,31.2,2,37.2
NERC10_Def1_Event27,10,SERC: Southeastern,1,2002-12-14,2002-12-15,2002-12-15,349,31.2,2,33.1
NERC10_Def1_Event28,10,SERC: Southeastern,1,2004-02-26,2004-02-28,2004-02-28,59,31.0,3,83.1
NERC10_Def1_Event29,10,SERC: Southeastern,1,1993-02-27,1993-02-28,1993-02-27,58,31.0,2,34.3
NERC10_Def1_Event30,10,SERC: Southeastern,1,2007-01-17,2007-01-18,2007-01-17,17,31.0,2,52.1
NERC10_Def1_Event31,10,SERC: Southeastern,1,2007-12-24,2007-12-25,2007-12-24,358,31.0,2,38.8
NERC10_Def1_Event32,10,SERC: Southeastern,1,2003-02-17,2003-02-18,2003-02-17,48,31.0,2,66.1
NERC10_Def1_Event33,10,SERC: Southeastern,1,2004-02-16,2004-02-18,2004-02-18,49,30.9,3,50.8
NERC10_Def1_Event34,10,SERC: Southeastern,1,1998-12-17,1998-12-18,1998-12-18,352,30.9,2,26.9
NERC10_Def1_Event35,10,SERC: Southeastern,1,2001-12-20,2001-12-21,2001-12-20,354,30.9,2,21.1
NERC10_Def1_Event36,10,SERC: Southeastern,1,1998-02-04,1998-02-07,1998-02-05,36,30.9,4,84.3
NERC10_Def1_Event37,10,SERC: Southeastern,1,1989-03-07,1989-03-08,1989-03-07,66,30.9,2,59.9
NERC10_Def1_Event38,10,SERC: Southeastern,1,2023-12-29,2023-12-31,2023-12-29,363,30.8,3,65.7
NERC10_Def1_Event39,10,SERC: Southeastern,1,1992-12-11,1992-12-13,1992-12-12,347,30.7,3,54.5
NERC10_Def1_Event40,10,SERC: Southeastern,1,1991-12-15,1991-12-17,1991-12-16,350,30.7,3,35.1
NERC10_Def1_Event41,10,SERC: Southeastern,1,1992-01-24,1992-01-25,1992-01-24,24,30.6,2,44.6
NERC10_Def1_Event42,10,SERC: Southeastern,1,1984-11-12,1984-11-13,1984-11-13,318,30.6,2,27.7
NERC10_Def1_Event43,10,SERC: Southeastern,1,2017-01-27,2017-01-28,2017-01-28,28,30.5,2,49.6
NERC10_Def1_Event44,10,SERC: Southeastern,1,1980-11-19,1980-11-20,1980-11-19,324,30.5,2,40.1
NERC10_Def1_Event45,10,SERC: Southeastern,1,2003-12-11,2003-12-15,2003-12-12,346,30.5,5,76.9
NERC10_Def1_Event46,10,SERC: Southeastern,1,2015-01-14,2015-01-16,2015-01-16,16,30.4,3,68.6
NERC10_Def1_Event47,10,SERC: Southeastern,1,1980-11-28,1980-11-29,1980-11-29,334,30.4,2,51.7
NERC10_Def1_Event48,10,SERC: Southeastern,1,2018-12-09,2018-12-12,2018-12-11,345,30.4,4,62.8
NERC10_Def1_Event49,10,SERC: Southeastern,1,1986-12-30,1986-12-31,1986-12-31,365,30.3,2,35.5
NERC10_Def1_Event50,10,SERC: Southeastern,1,2023-01-26,2023-01-27,2023-01-27,27,30.3,2,39.3
NERC10_Def1_Event51,10,SERC: Southeastern,1,1992-12-02,1992-12-03,1992-12-03,338,30.2,2,32.6
NERC10_Def1_Event52,10,SERC: Southeastern,1,2022-01-11,2022-01-12,2022-01-11,11,30.2,2,43.0
NERC10_Def1_Event53,10,SERC: Southeastern,1,2009-12-19,2009-12-21,2009-12-21,355,30.2,3,70.7
NERC10_Def1_Event54,10,SERC: Southeastern,1,1981-12-05,1981-12-06,1981-12-05,339,30.2,2,64.9
NERC10_Def1_Event55,10,SERC: Southeastern,1,2014-12-10,2014-12-12,2014-12-11,345,30.2,3,61.2
NERC10_Def1_Event56,10,SERC: Southeastern,1,1992-12-08,1992-12-09,1992-12-08,343,30.2,2,50.8
NERC10_Def1_Event57,10,SERC: Southeastern,1,1994-12-19,1994-12-20,1994-12-19,353,30.1,2,30.6
NERC10_Def1_Event58,10,SERC: Southeastern,1,2008-12-12,2008-12-13,2008-12-13,348,30.1,2,40.9
NERC10_Def1_Event59,10,SERC: Southeastern,1,1986-12-04,1986-12-07,1986-12-06,340,30.1,4,41.7
NERC10_Def1_Event60,10,SERC: Southeastern,1,1982-11-05,1982-11-06,1982-11-06,310,30.1,2,36.8
NERC10_Def1_Event61,10,SERC: Southeastern,1,1983-12-07,1983-12-08,1983-12-07,341,30.1,2,37.6
NERC10_Def1_Event62,10,SERC: Southeastern,1,2020-02-27,2020-02-28,2020-02-27,58,30.0,2,33.9
NERC10_Def1_Event63,10,SERC: Southeastern,1,1998-01-25,1998-01-26,1998-01-25,25,30.0,2,32.6
NERC10_Def1_Event64,10,SERC: Southeastern,1,2011-11-29,2011-12-01,2011-12-01,335,30.0,3,65.7
NERC10_Def1_Event65,10,SERC: Southeastern,1,1993-01-25,1993-01-27,1993-01-27,27,30.0,3,59.5
NERC10_Def1_Event66,10,SERC: Southeastern,1,2006-01-14,2006-01-15,2006-01-15,15,30.0,2,64.5
NERC10_Def1_Event67,10,SERC: Southeastern,1,1982-12-17,1982-12-18,1982-12-18,352,29.9,2,76.4
NERC10_Def1_Event68,10,SERC: Southeastern,1,1996-11-27,1996-11-28,1996-11-27,332,29.9,2,36.8
NERC10_Def1_Event69,10,SERC: Southeastern,1,2009-01-29,2009-01-31,2009-01-31,31,29.9,3,59.5
NERC10_Def1_Event70,10,SERC: Southeastern,1,2013-01-18,2013-01-19,2013-01-18,18,29.9,2,24.0
NERC10_Def1_Event71,10,SERC: Southeastern,1,2015-01-25,2015-01-28,2015-01-28,28,29.9,4,60.3
NERC10_Def1_Event72,10,SERC: Southeastern,1,2020-12-17,2020-12-19,2020-12-18,353,29.8,3,69.0
NERC10_Def1_Event73,10,SERC: Southeastern,1,2021-01-16,2021-01-18,2021-01-16,16,29.7,3,74.0
NERC10_Def1_Event74,10,SERC: Southeastern,1,2008-01-14,2008-01-17,2008-01-14,14,29.7,4,52.9
NERC10_Def1_Event75,10,SERC: Southeastern,1,2019-12-02,2019-12-03,2019-12-03,337,29.7,2,43.0
NERC10_Def1_Event76,10,SERC: Southeastern,1,2008-12-01,2008-12-03,2008-12-02,337,29.7,3,52.5
NERC10_Def1_Event77,10,SERC: Southeastern,1,2000-01-14,2000-01-15,2000-01-15,15,29.6,2,40.1
NERC10_Def1_Event78,10,SERC: Southeastern,1,2013-03-26,2013-03-27,2013-03-27,86,29.6,2,47.1
NERC10_Def1_Event79,10,SERC: Southeastern,1,2019-12-18,2019-12-20,2019-12-19,353,29.6,3,77.3
NERC10_Def1_Event80,10,SERC: Southeastern,1,2007-03-04,2007-03-05,2007-03-05,64,29.6,2,35.5
NERC10_Def1_Event81,10,SERC: Southeastern,1,1995-11-15,1995-11-16,1995-11-15,319,29.5,2,38.0
NERC10_Def1_Event82,10,SERC: Southeastern,1,2020-02-21,2020-02-22,2020-02-22,53,29.5,2,60.3
NERC10_Def1_Event83,10,SERC: Southeastern,1,2007-01-09,2007-01-11,2007-01-10,10,29.5,3,39.7
NERC10_Def1_Event84,10,SERC: Southeastern,1,2018-12-05,2018-12-07,2018-12-06,340,29.4,3,77.3
NERC10_Def1_Event85,10,SERC: Southeastern,1,1989-01-21,1989-01-22,1989-01-21,21,29.4,2,61.2
NERC10_Def1_Event86,10,SERC: Southeastern,1,1997-02-09,1997-02-14,1997-02-11,42,29.4,6,62.8
NERC10_Def1_Event87,10,SERC: Southeastern,1,1983-02-26,1983-02-27,1983-02-26,57,29.3,2,54.1
NERC10_Def1_Event88,10,SERC: Southeastern,1,1987-01-01,1987-01-06,1987-01-03,3,29.3,6,83.1
NERC10_Def1_Event89,10,SERC: Southeastern,1,2021-01-28,2021-01-29,2021-01-29,29,29.3,2,38.8
NERC10_Def1_Event90,10,SERC: Southeastern,1,2013-03-06,2013-03-07,2013-03-07,66,29.3,2,38.8
NERC10_Def1_Event91,10,SERC: Southeastern,1,2009-12-10,2009-12-12,2009-12-11,345,29.3,3,91.3
NERC10_Def1_Event92,10,SERC: Southeastern,1,2002-11-28,2002-11-29,2002-11-29,333,29.3,2,62.0
NERC10_Def1_Event93,10,SERC: Southeastern,1,1991-11-25,1991-11-27,1991-11-25,329,29.3,3,73.1
NERC10_Def1_Event94,10,SERC: Southeastern,1,1993-10-31,1993-11-01,1993-11-01,305,29.3,2,50.4
NERC10_Def1_Event95,10,SERC: Southeastern,1,1986-12-13,1986-12-14,1986-12-14,348,29.3,2,64.5
NERC10_Def1_Event96,10,SERC: Southeastern,1,1991-01-13,1991-01-14,1991-01-13,13,29.2,2,60.3
NERC10_Def1_Event97,10,SERC: Southeastern,1,2003-02-05,2003-02-06,2003-02-05,36,29.2,2,40.5
NERC10_Def1_Event98,10,SERC: Southeastern,1,1996-03-20,1996-03-22,1996-03-21,81,29.2,3,64.9
NERC10_Def1_Event99,10,SERC: Southeastern,1,2005-12-06,2005-12-07,2005-12-06,340,29.2,2,50.4
NERC10_Def1_Event100,10,SERC: Southeastern,1,2010-12-18,2010-12-20,2010-12-19,353,29.2,3,69.4
NERC10_Def1_Event101,10,SERC: Southeastern,1,1995-01-30,1995-02-01,1995-01-31,31,29.2,3,57.4
NERC10_Def1_Event102,10,SERC: Southeastern,1,2006-02-08,2006-02-10,2006-02-08,39,29.2,3,46.3
NERC10_Def1_Event103,10,SERC: Southeastern,1,1993-02-02,1993-02-03,1993-02-02,33,29.1,2,52.5
NERC10_Def1_Event104,10,SERC: Southeastern,1,2000-01-05,2000-01-06,2000-01-05,5,29.1,2,50.8
NERC10_Def1_Event105,10,SERC: Southeastern,1,2007-04-07,2007-04-08,2007-04-08,98,29.1,2,38.0
NERC10_Def1_Event106,10,SERC: Southeastern,1,2003-11-29,2003-11-30,2003-11-29,333,29.1,2,50.8
NERC10_Def1_Event107,10,SERC: Southeastern,1,2013-12-11,2013-12-13,2013-12-13,347,29.0,3,50.8
NERC10_Def1_Event108,10,SERC: Southeastern,1,2013-01-22,2013-01-23,2013-01-22,22,29.0,2,44.2
NERC10_Def1_Event109,10,SERC: Southeastern,1,2001-03-06,2001-03-07,2001-03-06,65,29.0,2,57.4
NERC10_Def1_Event110,10,SERC: Southeastern,1,2022-02-13,2022-02-14,2022-02-14,45,29.0,2,34.7
NERC10_Def1_Event111,10,SERC: Southeastern,1,1988-12-02,1988-12-03,1988-12-02,337,29.0,2,22.7
NERC10_Def1_Event112,10,SERC: Southeastern,1,2018-01-30,2018-01-31,2018-01-30,30,28.9,2,51.7
NERC10_Def1_Event113,10,SERC: Southeastern,1,2023-01-14,2023-01-15,2023-01-14,14,28.9,2,89.7
NERC10_Def1_Event114,10,SERC: Southeastern,1,1987-01-11,1987-01-12,1987-01-12,12,28.9,2,83.5
NERC10_Def1_Event115,10,SERC: Southeastern,1,2013-11-24,2013-11-25,2013-11-25,329,28.9,2,55.8
