UID,NERC,Region,Def,Start,End,Center,Center_DOY,T_Max_Min,Duration,Coverage
NERC7_Def1_Event43,7,WECC: RMPA,1,1995-01-17,1995-01-18,1995-01-18,18,13.9,2,68.6
NERC7_Def1_Event44,7,WECC: RMPA,1,1982-11-23,1982-11-24,1982-11-24,328,13.9,2,58.1
NERC7_Def1_Event45,7,WECC: RMPA,1,1993-02-22,1993-02-26,1993-02-25,56,13.9,5,79.1
NERC7_Def1_Event46,7,WECC: RMPA,1,2018-01-22,2018-01-23,2018-01-22,22,13.9,2,72.1
NERC7_Def1_Event47,7,WECC: RMPA,1,1996-12-23,1996-12-24,1996-12-24,359,13.9,2,77.9
NERC7_Def1_Event48,7,WECC: RMPA,1,1987-01-08,1987-01-10,1987-01-09,9,13.8,3,83.7
NERC7_Def1_Event49,7,WECC: RMPA,1,2009-10-29,2009-10-30,2009-10-30,303,13.7,2,52.3
NERC7_Def1_Event50,7,WECC: RMPA,1,1991-01-03,1991-01-04,1991-01-04,4,13.7,2,73.3
NERC7_Def1_Event51,7,WECC: RMPA,1,2002-12-19,2002-12-20,2002-12-20,354,13.7,2,58.1
NERC7_Def1_Event52,7,WECC: RMPA,1,2003-03-01,2003-03-02,2003-03-02,61,13.7,2,62.8
NERC7_Def1_Event53,7,WECC: RMPA,1,1984-12-02,1984-12-05,1984-12-03,338,13.7,4,83.7
NERC7_Def1_Event54,7,WECC: RMPA,1,1997-12-05,1997-12-06,1997-12-05,339,13.6,2,83.7
NERC7_Def1_Event55,7,WECC: RMPA,1,1983-01-01,1983-01-03,1983-01-01,1,13.6,3,93.0
NERC7_Def1_Event56,7,WECC: RMPA,1,2014-02-10,2014-02-11,2014-02-10,41,13.6,2,53.5
NERC7_Def1_Event57,7,WECC: RMPA,1,1992-01-08,1992-01-09,1992-01-08,8,13.6,2,82.6
NERC7_Def1_Event58,7,WECC: RMPA,1,2020-12-02,2020-12-03,2020-12-02,337,13.5,2,60.5
NERC7_Def1_Event59,7,WECC: RMPA,1,2005-11-28,2005-11-29,2005-11-29,333,13.5,2,74.4
NERC7_Def1_Event60,7,WECC: RMPA,1,2023-03-26,2023-03-27,2023-03-26,85,13.5,2,54.7
NERC7_Def1_Event61,7,WECC: RMPA,1,1989-12-30,1989-12-31,1989-12-31,365,13.4,2,75.6
NERC7_Def1_Event62,7,WECC: RMPA,1,2012-03-02,2012-03-03,2012-03-03,63,13.4,2,62.8
NERC7_Def1_Event63,7,WECC: RMPA,1,1990-02-02,1990-02-03,1990-02-03,34,13.3,2,70.9
NERC7_Def1_Event64,7,WECC: RMPA,1,1981-12-17,1981-12-18,1981-12-17,351,13.3,2,76.7
NERC7_Def1_Event65,7,WECC: RMPA,1,1998-01-21,1998-01-23,1998-01-22,22,13.1,3,70.9
NERC7_Def1_Event66,7,WECC: RMPA,1,2014-12-23,2014-12-24,2014-12-24,358,13.1,2,54.7
NERC7_Def1_Event67,7,WECC: RMPA,1,1988-12-08,1988-12-09,1988-12-08,343,13.1,2,75.6
NERC7_Def1_Event68,7,WECC: RMPA,1,2007-01-01,2007-01-02,2007-01-01,1,13.0,2,76.7
NERC7_Def1_Event69,7,WECC: RMPA,1,2021-01-09,2021-01-11,2021-01-11,11,13.0,3,62.8
NERC7_Def1_Event70,7,WECC: RMPA,1,2016-01-15,2016-01-17,2016-01-16,16,13.0,3,80.2
NERC7_Def1_Event71,7,WECC: RMPA,1,1995-03-01,1995-03-02,1995-03-02,61,12.9,2,77.9
NERC7_Def1_Event72,7,WECC: RMPA,1,2000-01-06,2000-01-07,2000-01-06,6,12.9,2,62.8
NERC7_Def1_Event73,7,WECC: RMPA,1,1980-02-15,1980-02-16,1980-02-16,47,12.9,2,57.0
NERC7_Def1_Event74,7,WECC: RMPA,1,1987-02-18,1987-02-22,1987-02-21,52,12.8,5,60.5
NERC7_Def1_Event75,7,WECC: RMPA,1,2006-03-13,2006-03-14,2006-03-14,73,12.8,2,60.5
NERC7_Def1_Event76,7,WECC: RMPA,1,1990-01-24,1990-01-25,1990-01-25,25,12.8,2,60.5
NERC7_Def1_Event77,7,WECC: RMPA,1,2013-12-20,2013-12-23,2013-12-23,357,12.8,4,88.4
NERC7_Def1_Event78,7,WECC: RMPA,1,2000-11-07,2000-11-08,2000-11-07,312,12.7,2,69.8
NERC7_Def1_Event79,7,WECC: RMPA,1,2006-12-29,2006-12-31,2006-12-30,364,12.7,3,93.0
NERC7_Def1_Event80,7,WECC: RMPA,1,1984-01-01,1984-01-02,1984-01-02,2,12.6,2,54.7
NERC7_Def1_Event81,7,WECC: RMPA,1,1998-02-26,1998-03-02,1998-02-28,59,12.6,5,77.9
NERC7_Def1_Event82,7,WECC: RMPA,1,2001-12-12,2001-12-13,2001-12-13,347,12.6,2,72.1
NERC7_Def1_Event83,7,WECC: RMPA,1,1981-02-04,1981-02-05,1981-02-04,35,12.6,2,77.9
NERC7_Def1_Event84,7,WECC: RMPA,1,2018-12-02,2018-12-07,2018-12-04,338,12.5,6,90.7
NERC7_Def1_Event85,7,WECC: RMPA,1,1995-11-02,1995-11-03,1995-11-03,307,12.5,2,55.8
NERC7_Def1_Event86,7,WECC: RMPA,1,1996-12-03,1996-12-04,1996-12-03,338,12.4,2,68.6
NERC7_Def1_Event87,7,WECC: RMPA,1,1989-02-13,1989-02-17,1989-02-14,45,12.4,5,81.4
NERC7_Def1_Event88,7,WECC: RMPA,1,2001-02-14,2001-02-16,2001-02-14,45,12.4,3,80.2
NERC7_Def1_Event89,7,WECC: RMPA,1,1998-01-07,1998-01-10,1998-01-10,10,12.3,4,86.0
NERC7_Def1_Event90,7,WECC: RMPA,1,2005-03-14,2005-03-15,2005-03-15,74,12.2,2,50.0
NERC7_Def1_Event91,7,WECC: RMPA,1,1986-11-09,1986-11-13,1986-11-10,314,12.2,5,76.7
NERC7_Def1_Event92,7,WECC: RMPA,1,1980-11-25,1980-11-27,1980-11-25,330,12.2,3,74.4
NERC7_Def1_Event93,7,WECC: RMPA,1,2006-01-20,2006-01-23,2006-01-21,21,12.1,4,62.8
NERC7_Def1_Event94,7,WECC: RMPA,1,2019-01-22,2019-01-25,2019-01-23,23,12.1,4,80.2
NERC7_Def1_Event95,7,WECC: RMPA,1,2003-11-26,2003-11-28,2003-11-27,331,12.1,3,75.6
NERC7_Def1_Event96,7,WECC: RMPA,1,2019-03-14,2019-03-15,2019-03-15,74,12.0,2,65.1
NERC7_Def1_Event97,7,WECC: RMPA,1,2012-01-17,2012-01-18,2012-01-17,17,12.0,2,70.9
NERC7_Def1_Event98,7,WECC: RMPA,1,1983-11-22,1983-11-24,1983-11-23,327,11.8,3,82.6
NERC7_Def1_Event99,7,WECC: RMPA,1,2013-11-22,2013-11-24,2013-11-22,326,11.8,3,76.7
NERC7_Def1_Event100,7,WECC: RMPA,1,2018-11-12,2018-11-13,2018-11-13,317,11.8,2,66.3
NERC7_Def1_Event101,7,WECC: RMPA,1,2003-12-09,2003-12-13,2003-12-10,344,11.7,5,89.5
NERC7_Def1_Event102,7,WECC: RMPA,1,1994-02-22,1994-02-23,1994-02-23,54,11.7,2,79.1
NERC7_Def1_Event103,7,WECC: RMPA,1,1990-01-27,1990-01-28,1990-01-28,28,11.7,2,57.0
NERC7_Def1_Event104,7,WECC: RMPA,1,1987-02-27,1987-03-01,1987-02-28,59,11.7,3,81.4
NERC7_Def1_Event105,7,WECC: RMPA,1,2012-02-10,2012-02-12,2012-02-12,43,11.7,3,77.9
NERC7_Def1_Event106,7,WECC: RMPA,1,1995-01-21,1995-01-23,1995-01-22,22,11.7,3,84.9
NERC7_Def1_Event107,7,WECC: RMPA,1,2001-02-27,2001-02-28,2001-02-28,59,11.6,2,68.6
NERC7_Def1_Event108,7,WECC: RMPA,1,2019-01-29,2019-01-30,2019-01-29,29,11.5,2,84.9
NERC7_Def1_Event109,7,WECC: RMPA,1,2002-10-30,2002-11-01,2002-10-30,303,11.5,3,67.4
NERC7_Def1_Event110,7,WECC: RMPA,1,2020-12-23,2020-12-24,2020-12-24,359,11.5,2,66.3
NERC7_Def1_Event111,7,WECC: RMPA,1,2008-03-05,2008-03-06,2008-03-06,66,11.5,2,60.5
NERC7_Def1_Event112,7,WECC: RMPA,1,1994-02-12,1994-02-13,1994-02-12,43,11.4,2,79.1
NERC7_Def1_Event113,7,WECC: RMPA,1,1998-12-06,1998-12-11,1998-12-10,344,11.4,6,73.3
NERC7_Def1_Event114,7,WECC: RMPA,1,1988-11-26,1988-11-27,1988-11-27,332,11.3,2,52.3
NERC7_Def1_Event115,7,WECC: RMPA,1,2001-12-29,2001-12-31,2001-12-31,365,11.3,3,88.4
NERC7_Def1_Event116,7,WECC: RMPA,1,1997-02-04,1997-02-09,1997-02-07,38,11.3,6,86.0
NERC7_Def1_Event117,7,WECC: RMPA,1,1997-10-25,1997-10-26,1997-10-26,299,11.3,2,75.6
NERC7_Def1_Event118,7,WECC: RMPA,1,2003-12-28,2003-12-29,2003-12-29,363,11.1,2,82.6
NERC7_Def1_Event119,7,WECC: RMPA,1,2001-01-27,2001-02-01,2001-01-31,31,11.1,6,98.8
NERC7_Def1_Event120,7,WECC: RMPA,1,1999-12-20,1999-12-22,1999-12-22,356,11.1,3,89.5
NERC7_Def1_Event121,7,WECC: RMPA,1,2020-04-13,2020-04-14,2020-04-14,105,11.0,2,50.0
NERC7_Def1_Event122,7,WECC: RMPA,1,2023-10-29,2023-10-30,2023-10-30,303,11.0,2,53.5
NERC7_Def1_Event123,7,WECC: RMPA,1,2022-01-26,2022-01-28,2022-01-28,28,11.0,3,73.3
NERC7_Def1_Event124,7,WECC: RMPA,1,1980-01-19,1980-01-23,1980-01-22,22,10.9,5,87.2
NERC7_Def1_Event125,7,WECC: RMPA,1,1999-11-23,1999-11-24,1999-11-24,328,10.9,2,55.8
NERC7_Def1_Event126,7,WECC: RMPA,1,2005-01-13,2005-01-16,2005-01-15,15,10.8,4,93.0
NERC7_Def1_Event127,7,WECC: RMPA,1,1982-01-01,1982-01-04,1982-01-04,4,10.7,4,90.7
NERC7_Def1_Event128,7,WECC: RMPA,1,2013-02-11,2013-02-12,2013-02-12,43,10.6,2,75.6
NERC7_Def1_Event129,7,WECC: RMPA,1,1991-11-23,1991-11-24,1991-11-23,327,10.6,2,89.5
NERC7_Def1_Event130,7,WECC: RMPA,1,2010-11-29,2010-11-30,2010-11-30,334,10.5,2,72.1
NERC7_Def1_Event131,7,WECC: RMPA,1,1990-01-04,1990-01-06,1990-01-04,4,10.5,3,88.4
NERC7_Def1_Event132,7,WECC: RMPA,1,2002-11-25,2002-11-27,2002-11-26,330,10.5,3,75.6
NERC7_Def1_Event133,7,WECC: RMPA,1,2023-12-25,2023-12-26,2023-12-25,359,10.4,2,83.7
NERC7_Def1_Event134,7,WECC: RMPA,1,2013-02-21,2013-02-28,2013-02-25,56,10.4,8,90.7
NERC7_Def1_Event135,7,WECC: RMPA,1,1994-11-27,1994-11-29,1994-11-29,333,10.4,3,84.9
NERC7_Def1_Event136,7,WECC: RMPA,1,2020-01-10,2020-01-11,2020-01-11,11,10.3,2,66.3
NERC7_Def1_Event137,7,WECC: RMPA,1,1988-02-10,1988-02-11,1988-02-11,42,10.3,2,70.9
NERC7_Def1_Event138,7,WECC: RMPA,1,2002-02-09,2002-02-10,2002-02-10,41,10.2,2,59.3
NERC7_Def1_Event139,7,WECC: RMPA,1,2016-01-08,2016-01-11,2016-01-10,10,10.1,4,94.2
NERC7_Def1_Event140,7,WECC: RMPA,1,2007-03-01,2007-03-03,2007-03-03,62,10.1,3,83.7
NERC7_Def1_Event141,7,WECC: RMPA,1,2020-12-12,2020-12-16,2020-12-13,348,10.1,5,98.8
NERC7_Def1_Event142,7,WECC: RMPA,1,2006-03-20,2006-03-22,2006-03-21,80,10.0,3,83.7
NERC7_Def1_Event143,7,WECC: RMPA,1,2023-11-24,2023-11-27,2023-11-25,329,10.0,4,93.0
NERC7_Def1_Event144,7,WECC: RMPA,1,1985-02-10,1985-02-11,1985-02-11,42,9.9,2,87.2
NERC7_Def1_Event145,7,WECC: RMPA,1,2000-01-03,2000-01-04,2000-01-04,4,9.9,2,70.9
NERC7_Def1_Event146,7,WECC: RMPA,1,2023-02-09,2023-02-10,2023-02-10,41,9.9,2,66.3
NERC7_Def1_Event147,7,WECC: RMPA,1,2015-01-21,2015-01-23,2015-01-22,22,9.8,3,72.1
NERC7_Def1_Event148,7,WECC: RMPA,1,1988-03-16,1988-03-18,1988-03-18,78,9.6,3,89.5
NERC7_Def1_Event149,7,WECC: RMPA,1,2007-11-22,2007-11-24,2007-11-22,326,9.6,3,83.7
NERC7_Def1_Event150,7,WECC: RMPA,1,2019-12-15,2019-12-17,2019-12-17,351,9.6,3,83.7
NERC7_Def1_Event151,7,WECC: RMPA,1,2018-02-10,2018-02-12,2018-02-11,42,9.6,3,82.6
NERC7_Def1_Event152,7,WECC: RMPA,1,2002-12-22,2002-12-26,2002-12-26,360,9.5,5,100.0
NERC7_Def1_Event153,7,WECC: RMPA,1,1997-02-22,1997-02-27,1997-02-25,56,9.5,6,93.0
NERC7_Def1_Event154,7,WECC: RMPA,1,1988-12-15,1988-12-16,1988-12-16,351,9.4,2,72.1
NERC7_Def1_Event155,7,WECC: RMPA,1,1983-02-01,1983-02-07,1983-02-03,34,9.4,7,100.0
NERC7_Def1_Event156,7,WECC: RMPA,1,2012-02-04,2012-02-08,2012-02-08,39,9.4,5,87.2
NERC7_Def1_Event157,7,WECC: RMPA,1,2002-01-23,2002-01-24,2002-01-24,24,9.3,2,62.8
NERC7_Def1_Event158,7,WECC: RMPA,1,2015-11-27,2015-12-01,2015-11-27,331,9.3,5,98.8
NERC7_Def1_Event159,7,WECC: RMPA,1,1984-02-18,1984-02-20,1984-02-19,50,9.1,3,89.5
NERC7_Def1_Event160,7,WECC: RMPA,1,1980-11-15,1980-11-17,1980-11-17,322,9.1,3,79.1
NERC7_Def1_Event161,7,WECC: RMPA,1,2006-12-18,2006-12-25,2006-12-25,359,9.1,8,97.7
NERC7_Def1_Event162,7,WECC: RMPA,1,1997-12-20,1997-12-28,1997-12-26,360,9.0,9,98.8
NERC7_Def1_Event163,7,WECC: RMPA,1,1988-03-11,1988-03-14,1988-03-14,74,9.0,4,89.5
NERC7_Def1_Event164,7,WECC: RMPA,1,1999-02-11,1999-02-12,1999-02-12,43,8.9,2,70.9
NERC7_Def1_Event165,7,WECC: RMPA,1,1984-02-26,1984-02-28,1984-02-28,59,8.7,3,87.2
NERC7_Def1_Event166,7,WECC: RMPA,1,2000-01-28,2000-02-01,2000-01-29,29,8.7,5,93.0
NERC7_Def1_Event167,7,WECC: RMPA,1,1988-01-12,1988-01-14,1988-01-13,13,8.6,3,95.3
NERC7_Def1_Event168,7,WECC: RMPA,1,2008-01-29,2008-01-31,2008-01-31,31,8.6,3,81.4
NERC7_Def1_Event169,7,WECC: RMPA,1,2007-02-13,2007-02-15,2007-02-15,46,8.5,3,91.9
NERC7_Def1_Event170,7,WECC: RMPA,1,1983-03-19,1983-03-22,1983-03-21,80,8.5,4,94.2
NERC7_Def1_Event171,7,WECC: RMPA,1,2019-12-28,2019-12-31,2019-12-30,364,8.5,4,96.5
NERC7_Def1_Event172,7,WECC: RMPA,1,1994-12-08,1994-12-11,1994-12-09,343,8.4,4,91.9
NERC7_Def1_Event173,7,WECC: RMPA,1,1996-11-16,1996-11-17,1996-11-17,322,8.4,2,55.8
NERC7_Def1_Event174,7,WECC: RMPA,1,2020-02-18,2020-02-20,2020-02-20,51,8.3,3,61.6
NERC7_Def1_Event175,7,WECC: RMPA,1,2020-02-25,2020-02-26,2020-02-26,57,8.2,2,75.6
NERC7_Def1_Event176,7,WECC: RMPA,1,2021-01-25,2021-01-27,2021-01-27,27,8.1,3,96.5
NERC7_Def1_Event177,7,WECC: RMPA,1,1984-12-13,1984-12-14,1984-12-14,349,8.1,2,75.6
NERC7_Def1_Event178,7,WECC: RMPA,1,2010-02-14,2010-02-16,2010-02-15,46,8.1,3,91.9
NERC7_Def1_Event179,7,WECC: RMPA,1,2009-03-27,2009-03-28,2009-03-27,86,8.0,2,64.0
NERC7_Def1_Event180,7,WECC: RMPA,1,1985-01-01,1985-01-03,1985-01-02,2,8.0,3,97.7
NERC7_Def1_Event181,7,WECC: RMPA,1,1988-02-01,1988-02-06,1988-02-06,37,7.9,6,96.5
NERC7_Def1_Event182,7,WECC: RMPA,1,2007-12-22,2007-12-24,2007-12-22,356,7.9,3,87.2
NERC7_Def1_Event183,7,WECC: RMPA,1,1996-03-06,1996-03-08,1996-03-07,67,7.8,3,87.2
NERC7_Def1_Event184,7,WECC: RMPA,1,2022-11-29,2022-11-30,2022-11-30,334,7.8,2,66.3
NERC7_Def1_Event185,7,WECC: RMPA,1,1984-03-04,1984-03-06,1984-03-05,65,7.8,3,75.6
NERC7_Def1_Event186,7,WECC: RMPA,1,2020-02-10,2020-02-13,2020-02-13,44,7.8,4,81.4
NERC7_Def1_Event187,7,WECC: RMPA,1,2009-01-04,2009-01-06,2009-01-04,4,7.8,3,95.3
NERC7_Def1_Event188,7,WECC: RMPA,1,1983-04-04,1983-04-08,1983-04-06,96,7.7,5,82.6
NERC7_Def1_Event189,7,WECC: RMPA,1,1995-12-18,1995-12-24,1995-12-23,357,7.6,7,98.8
NERC7_Def1_Event190,7,WECC: RMPA,1,1997-12-10,1997-12-13,1997-12-12,346,7.6,4,98.8
NERC7_Def1_Event191,7,WECC: RMPA,1,1985-03-04,1985-03-05,1985-03-04,63,7.6,2,64.0
NERC7_Def1_Event192,7,WECC: RMPA,1,2017-02-24,2017-02-26,2017-02-25,56,7.5,3,86.0
NERC7_Def1_Event193,7,WECC: RMPA,1,2008-02-05,2008-02-07,2008-02-06,37,7.5,3,94.2
NERC7_Def1_Event194,7,WECC: RMPA,1,2024-01-19,2024-01-20,2024-01-19,19,7.4,2,68.6
NERC7_Def1_Event195,7,WECC: RMPA,1,2010-11-25,2010-11-26,2010-11-25,329,7.2,2,70.9
NERC7_Def1_Event196,7,WECC: RMPA,1,2008-12-04,2008-12-05,2008-12-05,340,7.2,2,70.9
NERC7_Def1_Event197,7,WECC: RMPA,1,2004-01-26,2004-01-27,2004-01-26,26,7.2,2,91.9
NERC7_Def1_Event198,7,WECC: RMPA,1,1988-01-24,1988-01-26,1988-01-25,25,7.2,3,100.0
NERC7_Def1_Event199,7,WECC: RMPA,1,2002-01-14,2002-01-20,2002-01-19,19,7.1,7,95.3
NERC7_Def1_Event200,7,WECC: RMPA,1,2007-01-06,2007-01-07,2007-01-06,6,7.1,2,97.7
NERC7_Def1_Event201,7,WECC: RMPA,1,1989-01-12,1989-01-16,1989-01-12,12,6.9,5,93.0
NERC7_Def1_Event202,7,WECC: RMPA,1,2012-01-12,2012-01-13,2012-01-12,12,6.9,2,64.0
NERC7_Def1_Event203,7,WECC: RMPA,1,2022-11-14,2022-11-19,2022-11-18,322,6.8,6,97.7
NERC7_Def1_Event204,7,WECC: RMPA,1,2015-12-15,2015-12-18,2015-12-18,352,6.7,4,98.8
NERC7_Def1_Event205,7,WECC: RMPA,1,2012-12-19,2012-12-20,2012-12-20,355,6.5,2,69.8
NERC7_Def1_Event206,7,WECC: RMPA,1,2017-01-25,2017-01-28,2017-01-27,27,6.5,4,94.2
NERC7_Def1_Event207,7,WECC: RMPA,1,2000-11-11,2000-11-18,2000-11-18,323,6.3,8,94.2
NERC7_Def1_Event208,7,WECC: RMPA,1,1992-12-04,1992-12-07,1992-12-05,340,6.3,4,100.0
NERC7_Def1_Event209,7,WECC: RMPA,1,1983-11-26,1983-12-01,1983-11-27,331,6.2,6,98.8
NERC7_Def1_Event210,7,WECC: RMPA,1,1981-02-01,1981-02-02,1981-02-02,33,6.1,2,90.7
NERC7_Def1_Event211,7,WECC: RMPA,1,2017-12-24,2017-12-27,2017-12-24,358,6.1,4,73.3
NERC7_Def1_Event212,7,WECC: RMPA,1,1980-01-07,1980-01-09,1980-01-07,7,6.0,3,90.7
NERC7_Def1_Event213,7,WECC: RMPA,1,1982-01-22,1982-01-23,1982-01-23,23,6.0,2,86.0
NERC7_Def1_Event214,7,WECC: RMPA,1,2018-01-01,2018-01-02,2018-01-01,1,6.0,2,74.4
NERC7_Def1_Event215,7,WECC: RMPA,1,1981-12-23,1981-12-29,1981-12-24,358,5.9,7,98.8
NERC7_Def1_Event216,7,WECC: RMPA,1,2002-01-30,2002-02-03,2002-01-31,31,5.9,5,100.0
NERC7_Def1_Event217,7,WECC: RMPA,1,1991-11-30,1991-12-03,1991-12-01,335,5.9,4,100.0
NERC7_Def1_Event218,7,WECC: RMPA,1,2015-12-24,2015-12-31,2015-12-27,361,5.8,8,100.0
NERC7_Def1_Event219,7,WECC: RMPA,1,1983-12-05,1983-12-06,1983-12-06,340,5.8,2,88.4
NERC7_Def1_Event220,7,WECC: RMPA,1,1992-11-22,1992-11-30,1992-11-25,330,5.7,9,100.0
NERC7_Def1_Event221,7,WECC: RMPA,1,1992-12-13,1992-12-26,1992-12-17,352,5.6,14,100.0
NERC7_Def1_Event222,7,WECC: RMPA,1,2022-12-13,2022-12-20,2022-12-16,350,5.6,8,100.0
NERC7_Def1_Event223,7,WECC: RMPA,1,1996-01-01,1996-01-03,1996-01-02,2,5.5,3,93.0
NERC7_Def1_Event224,7,WECC: RMPA,1,2001-01-14,2001-01-21,2001-01-17,17,5.5,8,100.0
NERC7_Def1_Event225,7,WECC: RMPA,1,2010-02-19,2010-02-24,2010-02-23,54,5.5,6,100.0
NERC7_Def1_Event226,7,WECC: RMPA,1,2010-02-08,2010-02-10,2010-02-09,40,5.4,3,98.8
NERC7_Def1_Event227,7,WECC: RMPA,1,1998-03-07,1998-03-11,1998-03-08,67,5.4,5,94.2
NERC7_Def1_Event228,7,WECC: RMPA,1,2005-12-14,2005-12-19,2005-12-17,351,5.4,6,100.0
NERC7_Def1_Event229,7,WECC: RMPA,1,1982-01-10,1982-01-13,1982-01-11,11,5.3,4,98.8
NERC7_Def1_Event230,7,WECC: RMPA,1,2016-01-01,2016-01-02,2016-01-01,1,5.3,2,89.5
NERC7_Def1_Event231,7,WECC: RMPA,1,1997-04-11,1997-04-13,1997-04-12,102,5.3,3,96.5
NERC7_Def1_Event232,7,WECC: RMPA,1,2012-12-25,2012-12-31,2012-12-26,361,5.3,7,100.0
NERC7_Def1_Event233,7,WECC: RMPA,1,2015-03-04,2015-03-05,2015-03-05,64,5.3,2,95.3
NERC7_Def1_Event234,7,WECC: RMPA,1,2019-02-17,2019-02-24,2019-02-18,49,5.2,8,100.0
NERC7_Def1_Event235,7,WECC: RMPA,1,2002-01-01,2002-01-03,2002-01-02,2,5.2,3,98.8
NERC7_Def1_Event236,7,WECC: RMPA,1,1980-02-08,1980-02-12,1980-02-08,39,5.1,5,98.8
NERC7_Def1_Event237,7,WECC: RMPA,1,1988-12-23,1988-12-30,1988-12-27,362,5.1,8,94.2
NERC7_Def1_Event238,7,WECC: RMPA,1,1994-02-07,1994-02-09,1994-02-09,40,5.0,3,64.0
NERC7_Def1_Event239,7,WECC: RMPA,1,2013-03-23,2013-03-26,2013-03-24,83,4.9,4,91.9
NERC7_Def1_Event240,7,WECC: RMPA,1,1989-01-07,1989-01-09,1989-01-08,8,4.9,3,93.0
NERC7_Def1_Event241,7,WECC: RMPA,1,1993-03-12,1993-03-13,1993-03-13,72,4.8,2,86.0
NERC7_Def1_Event242,7,WECC: RMPA,1,1993-12-16,1993-12-24,1993-12-24,358,4.8,9,98.8
NERC7_Def1_Event243,7,WECC: RMPA,1,2011-12-22,2011-12-25,2011-12-23,357,4.8,4,100.0
NERC7_Def1_Event244,7,WECC: RMPA,1,2006-02-10,2006-02-11,2006-02-11,42,4.7,2,62.8
NERC7_Def1_Event245,7,WECC: RMPA,1,2012-12-09,2012-12-11,2012-12-10,345,4.7,3,86.0
NERC7_Def1_Event246,7,WECC: RMPA,1,1985-01-20,1985-01-24,1985-01-20,20,4.7,5,97.7
NERC7_Def1_Event247,7,WECC: RMPA,1,1999-01-02,1999-01-04,1999-01-03,3,4.5,3,98.8
NERC7_Def1_Event248,7,WECC: RMPA,1,1985-01-09,1985-01-13,1985-01-12,12,4.5,5,100.0
NERC7_Def1_Event249,7,WECC: RMPA,1,2009-12-24,2009-12-31,2009-12-24,358,4.4,8,100.0
NERC7_Def1_Event250,7,WECC: RMPA,1,2016-02-01,2016-02-06,2016-02-04,35,4.3,6,100.0
NERC7_Def1_Event251,7,WECC: RMPA,1,2000-12-11,2000-12-13,2000-12-11,346,4.3,3,95.3
NERC7_Def1_Event252,7,WECC: RMPA,1,1987-03-28,1987-03-30,1987-03-29,88,4.3,3,97.7
NERC7_Def1_Event253,7,WECC: RMPA,1,2014-01-27,2014-01-28,2014-01-28,28,4.3,2,76.7
NERC7_Def1_Event254,7,WECC: RMPA,1,2019-11-26,2019-11-28,2019-11-27,331,4.2,3,80.2
NERC7_Def1_Event255,7,WECC: RMPA,1,1995-01-01,1995-01-07,1995-01-01,1,4.1,7,98.8
NERC7_Def1_Event256,7,WECC: RMPA,1,2004-11-28,2004-12-03,2004-11-30,335,3.9,6,97.7
NERC7_Def1_Event257,7,WECC: RMPA,1,1996-01-05,1996-01-07,1996-01-06,6,3.9,3,95.3
NERC7_Def1_Event258,7,WECC: RMPA,1,1995-02-11,1995-02-13,1995-02-13,44,3.9,3,87.2
NERC7_Def1_Event259,7,WECC: RMPA,1,2008-12-20,2008-12-24,2008-12-21,356,3.8,5,100.0
NERC7_Def1_Event260,7,WECC: RMPA,1,2022-01-05,2022-01-06,2022-01-06,6,3.7,2,55.8
NERC7_Def1_Event261,7,WECC: RMPA,1,2018-12-27,2018-12-29,2018-12-29,363,3.6,3,98.8
NERC7_Def1_Event262,7,WECC: RMPA,1,2013-01-01,2013-01-06,2013-01-03,3,3.6,6,100.0
NERC7_Def1_Event263,7,WECC: RMPA,1,1985-11-19,1985-11-23,1985-11-20,324,3.6,5,91.9
NERC7_Def1_Event264,7,WECC: RMPA,1,2001-11-26,2001-11-29,2001-11-28,332,3.5,4,100.0
NERC7_Def1_Event265,7,WECC: RMPA,1,2008-01-01,2008-01-02,2008-01-01,1,3.5,2,100.0
NERC7_Def1_Event266,7,WECC: RMPA,1,2005-01-05,2005-01-07,2005-01-06,6,3.4,3,98.8
NERC7_Def1_Event267,7,WECC: RMPA,1,1996-02-27,1996-03-01,1996-02-28,59,3.3,4,98.8
NERC7_Def1_Event268,7,WECC: RMPA,1,2023-02-15,2023-02-17,2023-02-16,47,3.2,3,100.0
NERC7_Def1_Event269,7,WECC: RMPA,1,1997-11-14,1997-11-16,1997-11-15,319,2.9,3,98.8
NERC7_Def1_Event270,7,WECC: RMPA,1,1990-02-14,1990-02-17,1990-02-16,47,2.7,4,100.0
NERC7_Def1_Event271,7,WECC: RMPA,1,1980-01-26,1980-01-31,1980-01-27,27,2.6,6,93.0
NERC7_Def1_Event272,7,WECC: RMPA,1,1985-11-30,1985-12-02,1985-12-01,335,2.6,3,81.4
NERC7_Def1_Event273,7,WECC: RMPA,1,2015-01-01,2015-01-05,2015-01-04,4,2.5,5,100.0
NERC7_Def1_Event274,7,WECC: RMPA,1,1996-03-25,1996-03-26,1996-03-25,85,2.2,2,74.4
NERC7_Def1_Event275,7,WECC: RMPA,1,2015-02-26,2015-03-01,2015-02-27,58,2.1,4,95.3
NERC7_Def1_Event276,7,WECC: RMPA,1,1987-12-24,1987-12-31,1987-12-31,365,1.8,8,100.0
NERC7_Def1_Event277,7,WECC: RMPA,1,2007-12-09,2007-12-17,2007-12-15,349,1.5,9,100.0
NERC7_Def1_Event278,7,WECC: RMPA,1,2022-03-06,2022-03-11,2022-03-10,69,1.5,6,97.7
